section,index,source,orphan_target
dat/equipment/description,10184,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の頭防具。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した頭防具。
dat/equipment/description,10185,耐久力の高く、軽量化も{j}施された最新鋭の頭防具。{j}{c11}≪狩護防具≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した頭防具。
dat/equipment/description,10186,耐久力の高く、軽量化も{j}施された最新鋭の頭防具。{j}{c11}≪Ｇ級狩護≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した頭防具。
dat/equipment/description,10187,耐久力の高く、軽量化も{j}施された最新鋭の頭防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した頭防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,10188,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の頭防具。,EVAと呼ばれる異世界の{j}人型兵器を模した頭防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,10189,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の頭防具。,EVAと呼ばれる異世界の{j}人型兵器を模した頭防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,10190,耐久力の高さもさること{j}ながら、軽量化も図った{j}最新鋭の頭防具。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した頭防具。
dat/equipment/description,10191,耐久力の高く、軽量化も{j}施された最新鋭の頭防具。{j}{c11}≪狩護防具≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した頭防具。
dat/equipment/description,10192,耐久力の高く、軽量化も{j}施された最新鋭の頭防具。{j}{c11}≪Ｇ級狩護≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した頭防具。
dat/equipment/description,10193,耐久力の高く、軽量化も{j}施された最新鋭の頭防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した頭防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,10200,照雷鳥をモチーフにした{j}頭防具。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した頭防具。
dat/equipment/description,11644,ダミー,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,11645,ダミー,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,12293,ダミー,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,12294,ダミー,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,13002,0,"Made using secret methods,{j}this Vespoid kit is strong{j}against physical strikes."
dat/equipment/description,13003,0,Kut-Ku-sourced chest armor.{j}Its distinctive colors speak{j}of the land of its origin.
dat/equipment/description,13384,0,Made from Blangonga parts.{j}Their simple design protects{j}the arms from frostbite.
dat/equipment/description,13385,0,The latest in armor. Made{j}of a new light yet durable{j}Hunter-friendly material.
dat/equipment/description,13386,0,Dress for Mezeporta Square{j}in this armor.{j}Boasts first-rate specs.
dat/equipment/description,13387,0,Gauntlets with a noble air.{j}Their fine craftsmanship far{j}exceeds that of normal gear.
dat/equipment/description,13388,0,Worn by Guild researchers{j}when monitoring monsters.{j}Surprisingly robust.
dat/equipment/description,13389,0,"Woven from incredibly{j}durable cloth, they're{j}light and loved by all."
dat/equipment/description,13390,0,Gauntlets awarded for a true{j}Hunter's contribution to{j}the Guild.
dat/equipment/description,13391,0,Gauntlets awarded for a true{j}Hunter's contribution to{j}the Guild.
dat/equipment/description,13392,0,Gauntlets awarded for a true{j}Hunter's contribution to{j}the Guild.
dat/equipment/description,13393,0,Gauntlets awarded for a true{j}Hunter's contribution to{j}the Guild.
dat/equipment/description,13394,0,Brawler gauntlets full of{j}the menace of the Akantor.{j}{c07}SP Armor: Black{/c}
dat/equipment/description,13395,0,Brawler gauntlets full of{j}the menace of the Akantor.{j}{c07}SP Armor: Red{/c}
dat/equipment/description,13396,0,Brawler gauntlets full of{j}the menace of the Akantor.{j}{c07}SP Armor: White{/c}
dat/equipment/description,13397,0,Sniper gauntlets full of{j}the menace of the Akantor.{j}{c07}SP Armor: Black{/c}
dat/equipment/description,13398,0,Sniper gauntlets full of{j}the menace of the Akantor.{j}{c07}SP Armor: Red{/c}
dat/equipment/description,13403,0,Sturdy kit said to have been{j}worn by those on the front-{j}lines of ancient battles.
dat/equipment/description,13404,0,Sturdy kit said to have been{j}worn by those on the front-{j}腕防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,13405,0,Designed for Snipers in hot{j}腕防具。持久戦で真価が{j}its best in long battles.
dat/equipment/description,13406,0,Designed for Snipers in hot{j}腕防具。持久戦で真価が{j}発揮される。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,13925,0,Your pulse will race as you{j}don this healing armor with{j}the power of Fatalis wings.
dat/equipment/description,13926,0,"Crafted in a far-off forge,{j}this cutting-edge armor{j}conceals secret features."
dat/equipment/description,13927,0,An overseas organization's{j}official armor that has been{j}revamped for Hunter usage.
dat/equipment/description,13928,0,"Light, hi-tech waist armor{j}that will give you a Felyne-{j}like explorer's spirit."
dat/equipment/description,13929,0,"Light, hi-tech waist armor{j}that will give you a Felyne-{j}like explorer's spirit."
dat/equipment/description,13930,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13931,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13932,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13933,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13934,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13935,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13936,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13937,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13938,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13939,0,"Woven from incredibly{j}durable cloth, it is{j}light, and loved by all."
dat/equipment/description,13940,0,For Hunter Fest losers.{j}Dramatically drops in power{j}when the Prize Fest ends.
dat/equipment/description,13947,0,"Refined craftsmanship gives{j}this gold, gleaming gear a{j}rare quality and class."
dat/equipment/description,14581,0,Leg armor from the Sky King.{j}All the world's fire would{j}not leave a mark on it.
dat/equipment/description,14582,0,Symbolizes a Den's bonds.{j}We All Walk Together is{j}inscribed on the knees.
dat/equipment/description,14583,0,Made from Lavasioth parts.{j}Their incredible lightness{j}keeps Hunters nimble.
dat/equipment/description,14584,0,Fine armor from the East.{j}Designed to enhance skill{j}with ranged weapons.
dat/equipment/description,14585,0,Made for Hunters who crave{j}more power. They will even{j}enhance your weapons.
dat/equipment/description,14586,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14587,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14588,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14589,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14590,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14591,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14592,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14593,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14829,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14834,0,Foes who face these will{j}tremble at their menacing{j}adornments and style.
dat/equipment/description,14835,0,Only masters of the Hammer{j}may even dream of donning{j}this magnificent legwear.
dat/equipment/description,14936,0,Developed to give maximum{j}freedom of movement.
dat/equipment/description,14937,0,Developed to give maximum{j}freedom of movement.
dat/equipment/description,15077,古くから儀式などで用いられ{j}てきた伝統的な胴防具。現代{j}風にアレンジされている。,新米狩人のために用意された{j}シンプルな胴防具。{j}Pretty good for the price.
dat/equipment/description,15078,古くから儀式などで用いられ{j}てきた伝統的な胴防具。現代{j}風にアレンジされている。,新米狩人のために用意された{j}シンプルな胴防具。{j}Pretty good for the price.
dat/equipment/description,15265,0,Developed to give maximum{j}freedom of movement.
dat/equipment/description,15267,0,Developed to give maximum{j}freedom of movement.
dat/equipment/description,16440,子供たちを喜ばせるために{j}設計された服。身に付けると{j}異世界の住人気分を味わえる。,試練を乗り越えんとする者の{j}みに与えられるという胴防具。{j}{c07}SP Armor: Yellow{/c}
dat/equipment/description,16441,子供たちを喜ばせるために{j}設計された服。身に付けると{j}異世界の住人気分を味わえる。,試練を乗り越えんとする者の{j}みに与えられるという胴防具。{j}{c07}SP Armor: Red{/c}
dat/equipment/description,16442,子供たちを喜ばせるために{j}設計された服。身に付けると{j}異世界の住人気分を味わえる。,試練を乗り越えんとする者の{j}みに与えられるという胴防具。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,16443,子供たちを喜ばせるために{j}設計された服。身に付けると{j}異世界の住人気分を味わえる。,エビの殻を精巧な技術で{j}仕上げた丈夫な胴装備。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,16444,子供たちを喜ばせるために{j}設計された服。身に付けると{j}異世界の住人気分を味わえる。,エビの殻を精巧な技術で{j}仕上げた丈夫な胴装備。{j}{c07}SP Armor: Green{/c}
dat/equipment/description,16445,子供たちを喜ばせるために{j}設計された服。身に付けると{j}異世界の住人気分を味わえる。,エビの殻を精巧な技術で{j}仕上げた丈夫な胴装備。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,16446,子供たちを喜ばせるために{j}設計された服。身に付けると{j}異世界の住人気分を味わえる。,エビの殻を層状に重ねて{j}仕上げた胴装備。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,16447,子供たちを喜ばせるために{j}設計された服。身に付けると{j}異世界の住人気分を味わえる。,エビの殻を層状に重ねて{j}仕上げた胴装備。{j}{c07}SP Armor: Green{/c}
dat/equipment/description,16448,希少価値の高い革を{j}惜しみなく使用した{j}武具工房謹製の高級胴防具。,エビの殻を層状に重ねて{j}仕上げた胴装備。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,16452,異質な素材を組合わせて制作{j}した胴防具。製法を工夫する{j}ことにより、性能が向上した。,"Gear for hunting in packs,{j}it's ideally suited to{j}特に罠類の扱いに長ける。"
dat/equipment/description,16453,異質な素材を組合わせて制作{j}した胴防具。製法を工夫する{j}ことにより、性能が向上した。,"Gear for hunting in packs,{j}it's ideally suited to{j}特に罠類の扱いに長ける。"
dat/equipment/description,16458,素材の性能を極限まで引き出{j}して生成された胴防具。武具{j}職人の英知が結集されている。,Made from the finest items.{j}The fresh design is sure to{j}熟練狩人にも勇気を与える。
dat/equipment/description,16542,装備するだけで、体が軽く{j}なり、身のこなしが鋭くなる{j}という跳緋獣素材の胴防具。,Made from the Hypnocatrice.{j}用装備。陽の光に輝く羽毛が{j}特徴。{c07}ＳＰ防具：緑{/c}
dat/equipment/description,16543,装備するだけで、体が軽く{j}なり、身のこなしが鋭くなる{j}という跳緋獣素材の胴防具。,Made from the Hypnocatrice.{j}用装備。陽の光に輝く羽毛が{j}特徴。{c07}ＳＰ防具：赤{/c}
dat/equipment/description,16544,不思議な力が宿る胴防具。{j}身に纏う者の能力を高める。{j}{c02}≪剛種防具≫{/c},Made from the Hypnocatrice.{j}用装備。陽の光に輝く羽毛が{j}特徴。{c07}ＳＰ防具：黄{/c}
dat/equipment/description,16565,高名なデザイナーが考案した{j}汎用性の高い胴防具。比較的{j}武器種を選ばずに使用できる。,片手剣技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16566,高名なデザイナーが考案した{j}汎用性の高い胴防具。比較的{j}武器種を選ばずに使用できる。,双剣技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16567,高名なデザイナーが考案した{j}汎用性の高い胴防具。比較的{j}武器種を選ばずに使用できる。,大剣技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16568,高名なデザイナーが考案した{j}汎用性の高い胴防具。比較的{j}武器種を選ばずに使用できる。,太刀技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16569,高名なデザイナーが考案した{j}汎用性の高い胴防具。比較的{j}武器種を選ばずに使用できる。,鎚技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16570,高名なデザイナーが考案した{j}汎用性の高い胴防具。比較的{j}武器種を選ばずに使用できる。,狩猟笛技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16571,高名なデザイナーが考案した{j}汎用性の高い胴防具。比較的{j}武器種を選ばずに使用できる。,槍技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16572,ギルドへの貢献度に応じて{j}贈られる胴防具。高度な{j}狩猟技術を持つ狩人の証。,銃槍技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16573,ギルドへの貢献度に応じて{j}贈られる胴防具。高度な{j}狩猟技術を持つ狩人の証。,軽銃技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16574,ギルドへの貢献度に応じて{j}贈られる胴防具。高度な{j}狩猟技術を持つ狩人の証。,重銃技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16575,ギルドへの貢献度に応じて{j}贈られる胴防具。高度な{j}狩猟技術を持つ狩人の証。,弓技を習得し始めた者が{j}may even dream of donning{j}練習用の胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16594,強く威厳を感じさせる胴防具。{j}耐久性向上のための特殊な{j}加工が施されている。,遺跡で発見された破片を元に{j}模造し、組み上げた狩猟用の{j}lines of ancient battles.
dat/equipment/description,16595,強く威厳を感じさせる胴防具。{j}耐久性向上のための特殊な{j}加工が施されている。,遺跡で発見された破片を元に{j}模造し、組み上げた狩猟用の{j}lines of ancient battles.
dat/equipment/description,16703,動き易さを極限まで追求した{j}獰竜素材の胴防具。{j}鋭い動きが身に付くという。,Made for Hunters who crave{j}為に作られた胴装備。その{j}enhance your weapons.
dat/equipment/description,16704,動き易さを極限まで追求した{j}獰竜素材の胴防具。{j}鋭い動きが身に付くという。,Made for Hunters who crave{j}為に作られた胴装備。その{j}enhance your weapons.
dat/equipment/description,16745,動きやすさだけではなく、{j}耐久性も重視されて開発{j}されたこだわりの胴防具。,Given to Dojo graduates so{j}魂のこもった胴用装備。{j}{c07}SP Armor: White{/c}
dat/equipment/description,16746,動きやすさだけではなく、{j}耐久性も重視されて開発{j}されたこだわりの胴防具。,Given to Dojo graduates so{j}魂のこもった胴用装備。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,16747,動きやすさだけではなく、{j}耐久性も重視されて開発{j}されたこだわりの胴防具。,Given to Dojo graduates so{j}魂のこもった胴用装備。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,16748,動きやすさだけではなく、{j}耐久性も重視されて開発{j}されたこだわりの胴防具。,Seaworthy armor making the{j}イイトコどりをした胴用装備。{j}{c07}SP Armor: White{/c}
dat/equipment/description,16749,近距離での狩猟を想定し、{j}東方の技術を取り入れつつ{j}開発が進められた胴防具。,Seaworthy armor making the{j}イイトコどりをした胴用装備。{j}{c07}SP Armor: Green{/c}
dat/equipment/description,16750,近距離での狩猟を想定し、{j}東方の技術を取り入れつつ{j}開発が進められた胴防具。,Seaworthy armor making the{j}イイトコどりをした胴用装備。{j}{c07}SP Armor: Yellow{/c}
dat/equipment/description,16767,遠方大陸の学徒が着ていた{j}制服を改修した軽装の胴用{j}防具。わりと涼しい。,黒鎧竜の素材を用いて新たに{j}作成された胴防具。従来より{j}slimline than ever.
dat/equipment/description,16768,遠方大陸の学徒が着ていた{j}制服を改修した軽装の胴用{j}防具。わりと涼しい。,黒鎧竜の素材を用いて新たに{j}作成された胴防具。従来より{j}slimline than ever.
dat/equipment/description,16887,装備すると、アイルーの如き{j}飽くなき探究心が宿る胴防具。{j}軽量で動き易い。{c11}≪ＨＣ防具≫{/c},Sturdy kit said to have been{j}worn by those on the front-{j}胴防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,16888,装備すると、アイルーの如き{j}飽くなき探究心が宿る胴防具。{j}機能を追及し軽量で動き易い。,Designed for Snipers in hot{j}胴防具。持久戦で真価が{j}its best in long battles.
dat/equipment/description,16889,装備すると、アイルーの如き{j}飽くなき探究心が宿る胴防具。{j}軽量で動き易い。{c11}≪ＨＣ防具≫{/c},Designed for Snipers in hot{j}胴防具。持久戦で真価が{j}発揮される。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,23590,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23591,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23592,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23593,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,23594,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23595,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23596,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23597,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23598,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。
dat/equipment/description,23599,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,23600,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23601,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23602,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23603,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23604,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23605,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,23606,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23607,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23608,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23609,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23610,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。
dat/equipment/description,23611,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,23612,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23613,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した胴防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23614,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23615,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23616,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23617,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,23618,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23619,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23620,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23621,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23622,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23623,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,23624,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23625,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23626,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23627,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23628,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23629,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,23630,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23631,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23632,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23633,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪Ｇ級狩護≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23634,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した胴防具。
dat/equipment/description,23635,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,23636,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,23637,独自のセンスを磨きあげた{j}職人の手により造られた{j}胴防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した胴防具。{j}{c11}≪Ｇ級狩護≫{/c}
