index,source,target
17426,竜の狩猟目的を想定して設計{j}された遠方大陸製のガンナー{j}用胴装備。{c11}≪ＨＣ防具≫{/c},
17427,竜の狩猟目的を想定して設計{j}された遠方大陸製の剣士用胴{j}装備。,
17428,竜の狩猟目的を想定して設計{j}された遠方大陸製の剣士用胴{j}装備。{c11}≪ＨＣ防具≫{/c},
17429,竜の狩猟目的を想定して設計{j}された遠方大陸製のガンナー{j}用胴装備。,
17430,竜の狩猟目的を想定して設計{j}された遠方大陸製のガンナー{j}用胴装備。{c11}≪ＨＣ防具≫{/c},
17431,竜の狩猟目的を想定して設計{j}された遠方大陸製の剣士用胴{j}装備。,
17432,竜の狩猟目的を想定して設計{j}された遠方大陸製の剣士用胴{j}装備。{c11}≪ＨＣ防具≫{/c},
17433,竜の狩猟目的を想定して設計{j}された遠方大陸製のガンナー{j}用胴装備。,
17434,竜の狩猟目的を想定して設計{j}された遠方大陸製のガンナー{j}用胴装備。{c11}≪ＨＣ防具≫{/c},
17435,竜の狩猟目的を想定して設計{j}された遠方大陸製の剣士用胴{j}装備。,
17436,竜の狩猟目的を想定して設計{j}された遠方大陸製の剣士用胴{j}装備。{c11}≪ＨＣ防具≫{/c},
17437,竜の狩猟目的を想定して設計{j}された遠方大陸製のガンナー{j}用胴装備。,
17438,竜の狩猟目的を想定して設計{j}された遠方大陸製のガンナー{j}用胴装備。{c11}≪ＨＣ防具≫{/c},
17439,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪ＨＣ防具≫{/c},
17440,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪ＨＣ防具≫{/c},
17441,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪ＨＣ防具≫{/c},
17442,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪ＨＣ防具≫{/c},
17443,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪ＨＣ防具≫{/c},
17444,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪ＨＣ防具≫{/c},
17445,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪ＨＣ防具≫{/c},
17446,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪ＨＣ防具≫{/c},
17447,大巌竜の素材を用いた胴防具。{j}幾多の困難をくぐり抜けた{j}覇者の称号。{c11}≪狩護防具≫{/c},
17448,大巌竜の素材を用いた胴防具。{j}巨龍の爪でさえも傷を付けるこ{j}とすら敵わない。{c11}≪狩護防具≫{/c},
17449,棘竜の素材を用いた胴防具。{j}職人が選び抜いた素材のみを{j}用いた自信作。{c11}≪狩護防具≫{/c},
17450,棘竜の素材を用いた胴防具。{j}高い防御力を保ちつつ、動き{j}易さを追求した。{c11}≪狩護防具≫{/c},
17451,尾晶蠍を狩りし者の証たる{j}胴装備。体色がそのまま沈着{j}している。{c11}≪狩護防具≫{/c},
17452,尾晶蠍素材の胴装備。素材の{j}体液の色で仕上がり時の色が{j}異なる。{c11}≪狩護防具≫{/c},
17453,尾晶蠍を狩りし者の証たる{j}胴装備。体色がそのまま沈着{j}している。{c11}≪狩護防具≫{/c},
17454,尾晶蠍素材の胴装備。素材の{j}体液の色で仕上がり時の色が{j}異なる。{c11}≪狩護防具≫{/c},
17455,尾晶蠍を狩りし者の証たる{j}胴装備。体色がそのまま沈着{j}している。{c11}≪狩護防具≫{/c},
17456,尾晶蠍素材の胴装備。素材の{j}体液の色で仕上がり時の色が{j}異なる。{c11}≪狩護防具≫{/c},
17457,尾晶蠍を狩りし者の証たる{j}胴装備。体色がそのまま沈着{j}している。{c11}≪狩護防具≫{/c},
17458,尾晶蠍素材の胴装備。素材の{j}体液の色で仕上がり時の色が{j}異なる。{c11}≪狩護防具≫{/c},
17459,遙か遠方の国で着用される物{j}を模している、とてもイカした{j}胴防具。{c11}≪狩護防具≫{/c},
17460,装備するだけで陽気な気分に{j}なる、すごくイカした胴防具。{j}{c11}≪狩護防具≫{/c},
17461,ベルキュロスの素材を使用した{j}胴装備。表面はいまだに電気を{j}帯びている。{c11}≪狩護防具≫{/c},
17462,ベルキュロスの素材を使用した{j}胴装備。非常に硬く、内側へ{j}電気を通さない。{c11}≪狩護防具≫{/c},
17463,呑竜素材のヌメリを丹念に取り{j}除き、特殊な加工を施すことで{j}誕生した胴防具。{c11}≪狩護防具≫{/c},
17464,呑竜素材を大量に用いた{j}胴防具。注文の際に嫌な顔を{j}されることも…。{c11}≪狩護防具≫{/c},
17465,蛮竜素材の胴防具。装備する者{j}を奮い立たせ、対峙する者に{j}威圧感を与える。{c11}≪狩護防具≫{/c},
17466,蛮竜素材の胴防具。装備する者{j}を奮い立たせ、対峙する者に{j}威圧感を与える。{c11}≪狩護防具≫{/c},
17467,荒々しくもしなやかな響狼の{j}雰囲気を一切損わず、趣深く{j}仕上げた胴防具。{c11}≪狩護防具≫{/c},
17468,不思議な力が宿るとされる響狼{j}素材を用い、丁寧に仕上げられ{j}た胴防具。{c11}≪狩護防具≫{/c},
17469,装備するだけで、体が軽く{j}なり、身のこなしが鋭くなる{j}という胴防具。{c11}≪狩護防具≫{/c},
17470,装備するだけで、体が軽く{j}なり、身のこなしが鋭くなる{j}という胴防具。{c11}≪狩護防具≫{/c},
17471,極龍の力を具現する胴鎧。あら{j}ゆる凶事が迫ろうと、この鎧の{j}前には無力。{c11}≪狩護防具≫{/c},
17472,極龍の力を具現する胴鎧。弾く{j}のは牙や爪のみにあらず。{j}凶事すら無力。{c11}≪狩護防具≫{/c},
17473,多殻蟹素材をより強靭に鍛え{j}上げた胴防具。幸運を招き{j}やすいらしい。{c11}≪狩護防具≫{/c},
17474,多殻蟹素材をより強靭に鍛え{j}上げた胴防具。幸運を招き{j}やすいらしい。{c11}≪狩護防具≫{/c},
17475,動き易さを極限まで追求した{j}獰竜素材の胴防具。鋭い動きが{j}身に付くという。{c11}≪狩護防具≫{/c},
17476,動き易さを極限まで追求した{j}獰竜素材の胴防具。鋭い動きが{j}身に付くという。{c11}≪狩護防具≫{/c},
17477,晶竜の素材が多く使用された{j}強固な胴防具。その意外な軽さ{j}に驚くだろう。{c11}≪狩護防具≫{/c},
17478,晶竜の素材が多く使用された{j}強固な胴防具。その意外な軽さ{j}に驚くだろう。{c11}≪狩護防具≫{/c},
17479,飛竜の素材を余すことなく{j}使いきって作られた胴防具。{j}よく体に馴染む。{c02}≪天嵐防具≫{/c},
17480,様々な飛竜の素材を複雑な技法{j}で組み合わせた胴防具。動きの{j}邪魔をしない。{c02}≪天嵐防具≫{/c},
17481,飛竜の素材を余すことなく{j}使いきって作られた胴防具。{j}よく体に馴染む。{c02}≪覇種防具≫{/c},
17482,様々な飛竜の素材を複雑な技法{j}で組み合わせた胴防具。動きの{j}邪魔をしない。{c02}≪覇種防具≫{/c},
17483,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪狩護防具≫{/c},
17484,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪狩護防具≫{/c},
17485,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪狩護防具≫{/c},
17486,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪狩護防具≫{/c},
17487,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪狩護防具≫{/c},
17488,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪狩護防具≫{/c},
17489,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪狩護防具≫{/c},
17490,狩りに占星術を用いたと伝えら{j}れる特異な民族が、かつて使用{j}していた胴防具。{c11}≪狩護防具≫{/c},
17491,異境より来訪したハンターが{j}着ていた胴防具。不思議な力{j}が宿っている。{c11}≪狩護防具≫{/c},
17492,異境より来訪したハンターが{j}着ていた胴防具。不思議な力{j}が宿っている。{c11}≪狩護防具≫{/c},
17493,異境より来訪したハンターが{j}着ていた胴防具。不思議な力{j}が宿っている。{c11}≪狩護防具≫{/c},
17494,異境より来訪したハンターが{j}着ていた胴防具。不思議な力{j}が宿っている。{c11}≪狩護防具≫{/c},
17495,異境より来訪したハンターが{j}着ていた胴防具。不思議な力{j}が宿っている。{c11}≪狩護防具≫{/c},
17496,異境より来訪したハンターが{j}着ていた胴防具。不思議な力{j}が宿っている。{c11}≪狩護防具≫{/c},
17497,異境より来訪したハンターが{j}着ていた胴防具。不思議な力{j}が宿っている。{c11}≪狩護防具≫{/c},
17498,異境より来訪したハンターが{j}着ていた胴防具。不思議な力{j}が宿っている。{c11}≪狩護防具≫{/c},
17499,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17500,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17501,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17502,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪ＨＣ防具≫{/c},
17503,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪狩護防具≫{/c},
17504,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17505,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17506,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17507,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪ＨＣ防具≫{/c},
17508,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪狩護防具≫{/c},
17509,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17510,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17511,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17512,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪ＨＣ防具≫{/c},
17513,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪狩護防具≫{/c},
17514,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17515,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17516,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17517,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪ＨＣ防具≫{/c},
17518,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪狩護防具≫{/c},
17519,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17520,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17521,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17522,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪ＨＣ防具≫{/c},
17523,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪狩護防具≫{/c},
17524,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17525,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17526,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17527,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪ＨＣ防具≫{/c},
17528,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪狩護防具≫{/c},
17529,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17530,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17531,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17532,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪ＨＣ防具≫{/c},
17533,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪狩護防具≫{/c},
17534,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17535,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17536,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い仕上がり。,
17537,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪ＨＣ防具≫{/c},
17538,布地を基に作られた胴防具。{j}特殊な縫製で作られており、{j}驚くほど硬い。{c11}≪狩護防具≫{/c},
17539,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17540,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17541,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17542,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪ＨＣ防具≫{/c},
17543,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪狩護防具≫{/c},
17544,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17545,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17546,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17547,異世界の武者が使用していた{j}胴防具。その構えからは正確な{j}射撃が行える。{c11}≪ＨＣ防具≫{/c},
17548,異世界の武者が使用していた{j}胴防具。その構えからは正確な{j}射撃が行える。{c11}≪狩護防具≫{/c},
17549,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17550,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17551,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17552,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪ＨＣ防具≫{/c},
17553,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪狩護防具≫{/c},
17554,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17555,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17556,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17557,異世界の武者が使用していた{j}胴防具。その構えからは正確な{j}射撃が行える。{c11}≪ＨＣ防具≫{/c},
17558,異世界の武者が使用していた{j}胴防具。その構えからは正確な{j}射撃が行える。{c11}≪狩護防具≫{/c},
17559,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17560,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17561,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17562,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪ＨＣ防具≫{/c},
17563,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪狩護防具≫{/c},
17564,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17565,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17566,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17567,異世界の武者が使用していた{j}胴防具。その構えからは正確な{j}射撃が行える。{c11}≪ＨＣ防具≫{/c},
17568,異世界の武者が使用していた{j}胴防具。その構えからは正確な{j}射撃が行える。{c11}≪狩護防具≫{/c},
17569,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17570,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17571,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17572,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪ＨＣ防具≫{/c},
17573,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪狩護防具≫{/c},
17574,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17575,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17576,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えから{j}正確な射撃を行ったという。,
17577,異世界の武者が使用していた{j}胴防具。その構えからは正確な{j}射撃が行える。{c11}≪ＨＣ防具≫{/c},
17578,異世界の武者が使用していた{j}胴防具。その構えからは正確な{j}射撃が行える。{c11}≪狩護防具≫{/c},
17579,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17580,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17581,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17582,異世界の娘が使用していた{j}胴防具。身軽で、俊敏な行動{j}がとれる。{c11}≪ＨＣ防具≫{/c},
17583,異世界の娘が使用していた{j}胴防具。身軽で、俊敏な行動{j}がとれる。{c11}≪狩護防具≫{/c},
17584,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17585,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17586,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17587,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を得る。{c11}≪ＨＣ防具≫{/c},
17588,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を得る。{c11}≪狩護防具≫{/c},
17589,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17590,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17591,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17592,異世界の娘が使用していた{j}胴防具。身軽で、俊敏な行動{j}がとれる。{c11}≪ＨＣ防具≫{/c},
17593,異世界の娘が使用していた{j}胴防具。身軽で、俊敏な行動{j}がとれる。{c11}≪狩護防具≫{/c},
17594,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17595,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17596,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17597,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を得る。{c11}≪ＨＣ防具≫{/c},
17598,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を得る。{c11}≪狩護防具≫{/c},
17599,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17600,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17601,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17602,異世界の娘が使用していた{j}胴防具。身軽で、俊敏な行動{j}がとれる。{c11}≪ＨＣ防具≫{/c},
17603,異世界の娘が使用していた{j}胴防具。身軽で、俊敏な行動{j}がとれる。{c11}≪狩護防具≫{/c},
17604,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17605,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17606,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17607,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を得る。{c11}≪ＨＣ防具≫{/c},
17608,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を得る。{c11}≪狩護防具≫{/c},
17609,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17610,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17611,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17612,異世界の娘が使用していた{j}胴防具。身軽で、俊敏な行動{j}がとれる。{c11}≪ＨＣ防具≫{/c},
17613,異世界の娘が使用していた{j}胴防具。身軽で、俊敏な行動{j}がとれる。{c11}≪狩護防具≫{/c},
17614,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17615,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17616,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17617,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を得る。{c11}≪ＨＣ防具≫{/c},
17618,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を得る。{c11}≪狩護防具≫{/c},
17619,鮮やかに輝く魚竜素材を使って{j}作られた胴防具。美しく、それ{j}でいて力強い。{c02}≪天嵐防具≫{/c},
17620,鮮やかに輝く魚竜素材を使って{j}作られた胴防具。美しく、それ{j}でいて力強い。{c02}≪覇種防具≫{/c},
17621,鮮やかに輝く魚竜素材を使って{j}作られた胴防具。美しく、それ{j}でいて力強い。{c02}≪天嵐防具≫{/c},
17622,鮮やかに輝く魚竜素材を使って{j}作られた胴防具。美しく、それ{j}でいて力強い。{c02}≪覇種防具≫{/c},
17623,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17624,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17625,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17626,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪狩護防具≫{/c},
17627,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えか{j}ら正確な射撃を行ったという。,
17628,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えか{j}ら正確な射撃を行ったという。,
17629,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えか{j}ら正確な射撃を行ったという。,
17630,異世界の武者が使用していた{j}胴防具。特殊な構えから射撃{j}を行ったという。{c11}≪狩護防具≫{/c},
17631,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17632,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17633,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17634,異世界の娘が使用していた{j}胴防具。俊敏な行動がとれる{j}ようになる。{c11}≪狩護防具≫{/c},
17635,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17636,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17637,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17638,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を与える。{c11}≪狩護防具≫{/c},
17639,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17640,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17641,異世界の武者が使用していた{j}胴防具。閃きのごとき、鋭い{j}斬撃を繰り出す技が身につく。,
17642,異世界の武者が使用していた{j}胴防具。鋭い斬撃を繰り出す{j}技が身につく。{c11}≪ＨＣ防具≫{/c},
17643,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えか{j}ら正確な射撃を行ったという。,
17644,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えか{j}ら正確な射撃を行ったという。,
17645,異世界の武者が使用していた{j}胴防具。彼は、特殊な構えか{j}ら正確な射撃を行ったという。,
17646,異世界の武者が使用していた{j}胴防具。特殊な構えから射撃{j}を行ったという。{c11}≪ＨＣ防具≫{/c},
17647,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17648,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17649,異世界の娘が使用していた{j}胴防具。身軽な装備により、{j}俊敏な行動がとれる。,
17650,異世界の娘が使用していた{j}胴防具。俊敏な行動がとれる{j}ようになる。{c11}≪ＨＣ防具≫{/c},
17651,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17652,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17653,異世界の娘が使用していた{j}胴防具。装備者に、素早い{j}動きと、射撃能力を与える。,
17654,異世界の娘が使用していた{j}胴防具。素早い動きと、射撃{j}能力を与える。{c11}≪ＨＣ防具≫{/c},
17655,「不断の探究者」と称される{j}格闘家が着用したという。{j}不屈の闘志。,
17656,「不断の探究者」と称される{j}格闘家が着用したという。{j}不屈の闘志。{c11}≪ＨＣ防具≫{/c},
17657,「不断の探究者」と称される{j}格闘家が着用したという。{j}不屈の闘志。,
17658,「不断の探究者」と称される{j}格闘家が着用したという。{j}不屈の闘志。{c11}≪ＨＣ防具≫{/c},
17659,華麗な脚技が得意な格闘家が{j}長く愛用したという。{j}天裂く嵐脚。,
17660,華麗な脚技が得意な格闘家が{j}長く愛用したという。{j}天裂く嵐脚。{c11}≪ＨＣ防具≫{/c},
17661,華麗な脚技が得意な格闘家が{j}長く愛用したという。{j}天裂く嵐脚。,
17662,華麗な脚技が得意な格闘家が{j}長く愛用したという。{j}天裂く嵐脚。{c11}≪ＨＣ防具≫{/c},
17663,勉学に励む若いハンターが{j}着用する狩猟防具。{j}好学尚武の清き心を養う。,
17664,勉学に励む若いハンターが{j}着用する狩猟防具。{j}好学尚武の清き心を養う。,
17665,勉学に励む若いハンターが{j}着用する狩猟防具。{j}好学尚武の清き心を養う。,
17666,0,
17667,0,
17668,勉学に励む若いハンターが{j}着用する狩猟防具。{j}好学尚武の清き心を養う。,
17669,勉学に励む若いハンターが{j}着用する狩猟防具。{j}好学尚武の清き心を養う。,
17670,勉学に励む若いハンターが{j}着用する狩猟防具。{j}好学尚武の清き心を養う。,
17671,0,
17672,0,
17673,ある国の騎士団が採用してい{j}る金属鎧。頑丈な上、動きやす{j}く作られている。,
17674,ある国の騎士団が採用してい{j}る金属鎧。頑丈な上、動きやす{j}く作られている。,
17675,ある国の騎士団が採用してい{j}る金属鎧。頑丈な上、動きやす{j}く作られている。,
17676,ある国の騎士団が採用してい{j}る金属鎧。頑丈な上、動きやす{j}く作られている。{c11}≪ＨＣ防具≫{/c},
